chrom chromStart chromEnd signalValue
chr16 49881090 49881257 7.16191
chr16 49908283 49908418 7.46067
chr16 49917071 49917173 9.25727
chr16 50274273 50275320 2.76569
chr16 50292792 50295304 2.83172
chr16 50401514 50414051 1.82768
chr16 50404270 50404377 8.82468
chr16 50407888 50408110 5.38756
chr16 50408820 50408925 8.99277
chr16 50418312 50420839 2.64054
chr16 50421239 50422420 2.66509
chr16 50436811 50436913 9.25727
chr16 50440429 50442652 2.63351
chr16 50442805 50445773 2.67238
chr16 50449820 50451087 2.63324
chr16 50453067 50454435 2.57688
chr16 50455944 50457252 3.12822
chr16 50458414 50459124 3.10314
chr16 50459710 50460045 5.07353
chr16 50460937 50461092 7.71638
chr16 50464331 50465350 3.39766
chr16 50465486 50466048 3.58431
chr16 50467089 50468745 3.5352
chr16 50476654 50476896 28.0931
chr16 50479962 50481350 2.63045
chr16 50483551 50484773 3.60594
chr16 50485987 50486214 5.5462
chr16 50488899 50491401 2.7424
chr16 50492504 50493172 3.39248
chr16 50493417 50494622 3.50009
chr16 50499408 50500291 3.35065
chr16 50501542 50501696 7.35772
chr16 50502262 50503768 3.46932
chr16 50614916 50622512 1.58285
chr16 50629946 50651754 1.59048
chr16 50641818 50642050 5.69801
chr16 50648278 50648485 5.77797
chr16 50653512 50692522 2.09778
chr16 50844979 50845126 7.27986
chr16 50963160 50963285 8.56112
chr16 50963484 50963627 7.9237
chr16 51080632 51111547 1.98327
chr16 51115340 51115706 4.98779
chr16 51122419 51206006 2.33687
chr16 51210247 51233109 1.68511
chr16 51238846 51248125 1.62818
chr16 51268728 51269797 2.70877
chr16 51270629 51270733 9.07924
chr16 51271272 51271377 8.99277
chr16 51354589 51359731 1.62821
chr16 51413191 51419849 1.66403
chr16 51424425 51432384 1.64512
chr16 51441647 51456415 1.66666
chr16 51468480 51481701 1.89977
chr16 52098879 52107787 1.55465
chr16 52216936 52217161 5.31573
chr16 52511541 52512581 2.72377
chr16 52525394 52535404 1.62247
chr16 52573344 52593641 2.1927
chr16 52595029 52603456 1.61351
chr16 52611715 52612823 2.67024
chr16 52613918 52614646 3.6317
chr16 52652885 52661934 1.5513
chr16 52738427 52749143 1.69181
chr16 52795950 52817201 1.67067
chr16 52846196 52847325 2.67633
chr16 52909455 52920765 1.59739
chr16 52975726 52976752 2.76094
chr16 52981135 52991519 1.70346
chr16 53004895 53005922 3.55508
chr16 53009816 53011187 2.43349
chr16 53033552 53057981 2.01251
chr16 53063024 53082397 1.81313
chr16 53385257 53395172 1.63802
chr16 53399075 53411290 1.85524
chr16 53423931 53425948 2.6528
chr16 53577944 53579908 2.62823
chr16 53580397 53582671 2.57445
chr16 53582826 53585432 2.77789
chr16 53587468 53588709 3.55073
chr16 53597680 53607266 1.5826
chr16 53612082 53613263 2.50518
chr16 54161456 54173333 1.75434
chr16 54173392 54190231 1.83177
chr16 54200610 54225143 1.86541
chr16 54233614 54258115 1.68287
chr16 54263834 54278983 1.68707
chr16 54279706 54288167 1.54751
chr16 54309651 54331230 2.5671
chr16 54336574 54342013 1.62032
chr16 54346430 54356998 1.58446
chr16 54358399 54380199 1.63437
chr16 54400389 54401934 2.64836
chr16 54402970 54406115 2.76217
chr16 54406607 54409614 3.14014
chr16 54424621 54426598 2.57911
chr16 54426391 54426615 5.62048
chr16 54446228 54448987 2.62384
chr16 54456337 54469793 1.95547
chr16 54476510 54486217 1.58233
chr16 54537969 54544493 1.60172
chr16 54622506 54633381 1.7018
chr16 54680933 54694083 1.67067
chr16 55511115 55511215 9.44241
chr16 55541782 55541883 9.34892
chr16 55542611 55542711 9.44241
chr16 56062884 56062993 8.66276
chr16 56063212 56063340 8.85226
chr16 56084909 56085010 9.34892
chr16 56100467 56100575 8.74297
chr16 56570395 56570512 9.1465
chr16 56570911 56571018 8.82468
chr16 56580901 56581031 8.23185
chr16 56591214 56591317 9.77855
chr16 56593389 56593489 9.44241
chr16 56650553 56650657 9.07924
chr16 56652339 56652482 8.36391
chr16 56709998 56710128 8.23185
chr16 56741704 56741911 7.60259
chr16 56890913 56891185 6.01722
chr16 56891627 56891736 8.66276
chr16 56892084 56892227 7.4835
chr16 56905211 56962992 2.40441
chr16 56979677 56979896 17.2464
chr16 56985352 56998296 1.66322
chr16 57118447 57136352 2.1446
chr16 57312679 57313187 3.71748
chr16 57313696 57314260 3.5716
chr16 57315609 57320185 3.13647
chr16 57340511 57342498 2.72453
chr16 57369213 57369884 3.37732
chr16 57378875 57387063 1.65292
chr16 57386196 57386836 3.44255
chr16 57402221 57408913 1.57091
chr16 57422718 57423376 3.63538
chr16 57435869 57450877 1.61904
chr16 57525876 57526088 5.64169
chr16 57528513 57528668 7.31025
chr16 57529118 57529233 8.21079
chr16 57537949 57538050 9.34892
chr16 57538579 57538746 7.16191
chr16 57575153 57575255 9.25727
chr16 57613240 57635661 1.7351
chr16 57727831 57755508 2.10157
chr16 57748562 57748663 9.34892
chr16 57749337 57749461 8.63016
chr16 57895362 57895585 7.05711
chr16 57896537 57896789 7.99358
chr16 57900077 57900291 6.76559
chr16 58019487 58019629 7.9795
chr16 58019651 58019761 8.58401
chr16 58058450 58058754 5.38383
chr16 58058873 58059159 5.28247
chr16 58059809 58061739 4.24012
chr16 58061922 58062837 3.71505
chr16 58063196 58063923 3.46352
chr16 58064427 58064668 5.22402
chr16 58090687 58092528 2.70125
chr16 58125703 58126975 2.52392
chr16 58233698 58233941 5.18102
chr16 58235042 58236114 2.70119
chr16 58237300 58238517 2.58625
chr16 58259432 58259994 3.69632
chr16 58265562 58274532 1.58602
chr16 58316010 58322319 1.60641
chr16 58344528 58346384 2.6455
chr16 58347249 58349164 2.62974
chr16 58354347 58354847 3.77696
chr16 58358175 58359318 2.69862
chr16 58359829 58361255 2.56035
chr16 58365066 58365573 3.72482
chr16 58366237 58367584 2.75725
chr16 58379064 58380081 2.78537
chr16 58380282 58384182 3.2766
chr16 58384286 58386680 2.60317
chr16 58394808 58429205 2.15401
chr16 58468928 58518434 2.21504
chr16 58533868 58537592 3.39764
chr16 58620070 58620387 5.16304
chr16 58672293 58673206 3.51634
chr16 58679018 58680035 2.78537
chr16 58679612 58680180 3.54645
chr16 58686035 58687175 3.58922
chr16 58789433 58790451 3.58651
chr16 58798573 58810774 1.88833
chr16 58893459 58903362 1.60186
chr16 62064300 62073734 1.58808
chr16 65149857 65160364 1.68352
chr16 66146681 66146860 8.08847
chr16 66164258 66164367 8.66276
chr16 66170532 66170695 7.33766
chr16 66181177 66181280 9.16739
chr16 66223922 66224022 9.44241
chr16 66345456 66345678 5.38756
chr16 66347208 66347361 7.40581
chr16 66356500 66356724 5.33946
chr16 66434661 66434780 8.99277
chr16 66442645 66442748 9.77855
chr16 66481542 66481755 7.9795
chr16 66481815 66482039 7.30663
chr16 66547101 66547345 5.93376
chr16 66584251 66584409 6.77304
chr16 66585249 66585429 6.64466
chr16 66624853 66625278 5.18407
chr16 66636837 66637071 7.53241
chr16 66667274 66667386 8.43073
chr16 66672021 66672185 8.06059
chr16 66703170 66703271 9.34892
chr16 66786153 66786369 5.53722
chr16 66786400 66787100 5.30574
chr16 66935447 66964306 2.00677
chr16 67032788 67033016 5.79797
chr16 67033589 67034901 2.68687
chr16 67035311 67036394 2.73188
chr16 67047179 67047389 5.69542
chr16 67196279 67197111 6.50679
chr16 67197226 67198401 5.1431
chr16 67198684 67199610 6.25415
chr16 67200155 67200273 9.06898
chr16 67200555 67200662 8.82468
chr16 67206930 67208157 2.61648
chr16 67218694 67220781 4.40374
chr16 67332313 67332515 5.92098
chr16 67391418 67391586 7.49398
chr16 67391657 67391873 7.28581
chr16 67444121 67444234 9.47027
chr16 67446409 67446518 8.66276
chr16 67451280 67451520 8.65554
chr16 67451535 67451692 8.01903
chr16 67558145 67558247 9.25727
chr16 67563607 67563762 7.31025
chr16 67570327 67570901 5.04473
chr16 67596805 67596931 7.49398
chr16 68010357 68011579 2.62719
chr16 68430920 68431021 9.34892
chr16 68433793 68434091 5.06975
chr16 68436276 68436488 5.64169
chr16 68459978 68460550 3.74175
chr16 68469919 68482331 3.73781
chr16 68513394 68513536 7.5362
chr16 68670397 68670995 3.57906
chr16 68692463 68693225 3.71748
chr16 68693573 68694649 2.63264
chr16 68701991 68702545 3.52244
chr16 68708132 68715485 1.52387
chr16 68727293 68727851 3.72282
chr16 68728665 68729231 3.78141
chr16 68731375 68732758 2.59444
chr16 68768847 68769156 5.50043
chr16 68770335 68772829 2.77644
chr16 68776263 68787236 1.61203
chr16 68826767 68826970 5.89182
chr16 68858333 68864294 1.60515
chr16 69136554 69136654 9.44241
chr16 69137805 69137993 7.70126
chr16 69139047 69139885 5.2583
chr16 69140367 69142467 3.68704
chr16 69958532 69958727 9.68452
chr16 70323559 70323782 47.9883
chr16 70629841 70631875 2.69253
chr16 70633787 70635135 3.68917
chr16 70635548 70636195 3.4053
chr16 70659931 70667759 1.54398
chr16 70671079 70676617 1.60272
chr16 70704054 70704831 3.32166
chr16 70718567 70719249 3.41514
chr16 70832001 70847252 2.16284
chr16 71244424 71256536 1.7203
chr16 71325666 71325774 8.74297
chr16 71330927 71331962 2.67611
chr16 71333107 71333616 3.83385
chr16 71334116 71334737 3.54787
chr16 71335518 71336160 3.52987
chr16 71336387 71337330 3.40447
chr16 71341449 71366519 1.81792
chr16 71346542 71346747 5.83434
chr16 71349337 71349443 8.90794
chr16 71368359 71375115 1.62126
chr16 71379747 71381388 2.72359
chr16 71384813 71385855 2.65813
chr16 71385894 71388019 2.63647
chr16 71388145 71389962 2.56371
chr16 71390845 71396614 3.16438
chr16 71397508 71399538 2.66682
chr16 71400839 71401970 2.72725
chr16 71403457 71409307 2.95916
chr16 71414633 71415205 3.52165
chr16 71419282 71421321 2.74767
chr16 71426751 71429022 3.74204
chr16 71429987 71431966 2.67193
chr16 71435842 71436946 3.70626
chr16 71438751 71439009 5.36778
chr16 71438753 71439292 3.62047
chr16 71440498 71440760 5.52609
chr16 71441595 71441859 5.00734
chr16 71442314 71442569 5.18407
chr16 71443812 71444108 5.31667
chr16 71444417 71444603 7.78407
chr16 71445770 71446487 3.33623
chr16 71449411 71450767 2.78537
chr16 71449750 71449861 9.07379
chr16 71457623 71459749 3.70116
chr16 71460097 71460319 5.95467
chr16 71460481 71460849 4.96069
chr16 71461149 71461289 8.0935
chr16 71462259 71466014 3.05108
chr16 71466489 71467583 2.64687
chr16 71473156 71473372 5.53722
chr16 71482191 71483276 2.66882
chr16 71522741 71527785 1.64737
chr16 71532575 71539863 1.58928
chr16 71609718 71609849 7.68848
chr16 71610477 71611119 3.52987
chr16 71611203 71612217 3.53858
chr16 71618606 71620271 3.36486
chr16 71620985 71621990 3.50763
chr16 71626097 71628261 2.70531
chr16 71657979 71659087 2.78386
chr16 71659685 71662068 2.74727
chr16 71979613 71984667 1.64411
chr16 71992810 72042239 1.89629
chr16 72004056 72004178 9.28762
chr16 72006710 72006880 7.03552
chr16 72018817 72018963 7.32973
chr16 72024815 72025039 5.90151
chr16 73089340 73135695 2.50548
chr16 73123502 73123602 9.44241
chr16 73129330 73129441 8.50668
chr16 73130760 73130870 8.58401
chr16 73155208 73261740 1.94051
chr16 73167757 73167960 5.89182
chr16 73178600 73178803 5.89182
chr16 73192375 73192580 5.83434
chr16 73256546 73256749 5.89182
chr16 73352905 73396793 1.85888
chr16 73414609 73422275 1.62588
chr16 73436097 73443811 1.65656
chr16 73451901 73459135 1.55764
chr16 73494722 73506165 1.61183
chr16 73510274 73528665 1.75934
chr16 73548181 73565555 1.65942
chr16 73565604 73589741 2.16986
chr16 73599443 73600583 2.70572
chr16 73600793 73604322 2.76485
chr16 73608364 73609549 2.60297
chr16 73646193 73646388 7.74762
chr16 73646400 73646525 8.56112
chr16 73647826 73647941 8.75818
chr16 73731256 73742708 1.75898
chr16 73782281 73791841 1.60007
chr16 73804250 73805584 2.50099
chr16 73839532 73849528 1.61215
chr16 73893183 73894227 2.71334
chr16 73939797 73956262 1.72427
chr16 73977225 73994164 1.65744
chr16 73995556 74014620 1.75336
chr16 74078170 74084394 1.56767
chr16 74094322 74107054 1.90846
chr16 74112011 74112154 7.4835
chr16 74135569 74136168 3.57309
chr16 74177331 74178355 2.76633
chr16 74198736 74198940 5.86294
chr16 74207507 74214091 1.55844
chr16 74219964 74240447 1.80093
chr16 74241598 74296921 1.91842
chr16 74278704 74278914 5.69542
chr16 74278777 74278938 7.03782
chr16 74290583 74290785 5.92098
chr16 74297869 74313962 1.70937
chr16 74742407 74742515 9.9087
chr16 74754758 74754961 5.89182
chr16 75027843 75028087 5.41778
chr16 75029939 75031201 2.5938
chr16 75035762 75036269 3.84898
chr16 75146487 75146716 5.49777
chr16 75245403 75246491 2.66146
chr16 75283094 75285128 2.69253
chr16 75286009 75286240 7.63023
chr16 75297890 75299055 2.59362
chr16 75531692 75531796 9.07924
chr16 75532471 75532692 5.69678
chr16 75537643 75538317 3.26889
chr16 75541923 75542092 7.82212
chr16 75718394 75718661 4.95108
chr16 75724494 75736450 1.60585
chr16 75738197 75753816 1.65646
chr16 75783604 75784785 2.77169
chr16 75784277 75784809 3.54978
chr16 75785365 75786385 2.71547
chr16 75805627 75828302 1.87946
chr16 75834648 75857149 1.80727
chr16 75871030 75873059 2.66814
chr16 75875636 75875933 4.87487
chr16 75898384 75908418 1.63741
chr16 75915808 75928496 1.58763
chr16 75939595 75966850 1.58211
chr16 75977449 75989796 1.62128
chr16 75991455 75999125 1.56758
chr16 76048911 76058710 1.63171
chr16 76162523 76163536 2.73423
chr16 76219854 76233350 1.63717
chr16 76560737 76578444 1.69576
chr16 76586875 76587998 2.63457
chr16 76593536 76596902 2.4686
chr16 76688870 76699669 1.64383
chr16 76701584 76711397 1.5909
chr16 76714332 76719742 1.629
chr16 76758209 76764788 1.57876
chr16 76823400 76838496 1.62628
chr16 76901119 76906187 1.63957
chr16 76959784 76960896 2.83046
chr16 76960655 76960773 8.00204
chr16 76973127 76975073 2.58785
chr16 77017982 77028566 1.65343
chr16 77029770 77038981 1.57869
chr16 77043620 77043740 8.91783
chr16 77049833 77056207 1.61966
chr16 77071437 77080542 1.60398
chr16 77100403 77101574 2.90288
chr16 77101061 77101692 3.49165
chr16 77114430 77130777 1.62505
chr16 77142642 77171259 1.69158
chr16 77265596 77265701 9.59229
chr16 77269373 77269474 9.34892
chr16 77356545 77356701 6.85987
chr16 77382308 77382529 6.83613
chr16 77393103 77393239 7.86868
chr16 77569455 77569665 5.99518
chr16 77580310 77580412 9.25727
chr16 77710439 77710627 7.36642
chr16 77713985 77714097 8.43073
chr16 77719469 77719594 7.55393
chr16 77888193 77888369 7.86868
chr16 77921299 77921465 7.20505
chr16 77954880 77955095 7.90527
chr16 78115271 78115393 7.73968
chr16 78131349 78131496 11.5621
chr16 78518333 78527079 1.60504
chr16 78621105 78626158 1.63198
chr16 78676044 78677643 2.67702
chr16 78695956 78701149 1.64859
chr16 78733593 78744311 1.63276
chr16 78752738 78753059 5.49091
chr16 78768159 78768401 5.46255
chr16 78787642 78836590 1.90978
chr16 78838021 78849949 1.71517
chr16 78852494 78857776 1.64465
chr16 78860205 78892420 1.69025
chr16 78906973 78942291 1.8287
chr16 78949350 78956953 1.57311
chr16 78971555 78990106 1.89686
chr16 79005304 79024232 1.83248
chr16 79025930 79035591 1.61592
chr16 79047851 79049175 2.56742
chr16 79053009 79054126 2.76143
chr16 79054781 79055346 3.67669
chr16 79055705 79056615 3.45876
chr16 79063183 79063426 5.44007
chr16 79172384 79172604 7.72561
chr16 79172731 79172904 7.64126
chr16 79174100 79174248 8.08134
chr16 79222519 79222622 9.16739
chr16 79259186 79276941 1.93581
chr16 79292518 79292636 8.00204
chr16 79293752 79293858 8.90794
chr16 79504009 79504121 8.43073
chr16 79547078 79547288 6.29494
chr16 79733665 79742683 1.57059
chr16 79744390 79753541 1.58904
chr16 79754277 79755655 2.55818
chr16 79761764 79762791 2.75825
chr16 79764558 79765604 2.76833
chr16 79766824 79768825 2.64255
chr16 79772735 79774222 2.70932
chr16 79780585 79781642 2.79907
chr16 79786963 79788194 2.60798
chr16 79793960 79795568 2.58375
chr16 79800234 79801419 2.76234
chr16 79802629 79804541 2.69971
chr16 79804856 79805478 3.84578
chr16 79806808 79808092 3.52987
chr16 79809290 79809633 7.52457
chr16 79812566 79813571 2.75599
chr16 79817257 79818474 2.63798
chr16 79833964 79867777 2.0218
chr16 79895022 79906299 1.61881
chr16 79926445 79927638 2.69105
chr16 79932332 79933943 2.57893
chr16 79943304 79944110 3.35834
chr16 79949355 79949583 5.79797
chr16 79960298 79963806 2.7814
chr16 79975408 79977242 2.67724
chr16 79978922 79979152 5.74755
chr16 79984500 79986935 2.55934
chr16 79999410 80000464 2.74732
chr16 80007271 80066057 1.8536
chr16 80088668 80088785 8.60847
chr16 80119471 80119671 5.98019
chr16 80125031 80170455 2.01082
chr16 80180684 80185610 2.83694
chr16 80187199 80187757 3.61
chr16 80188275 80189301 2.76094
chr16 80189938 80190688 3.3573
chr16 80195782 80196312 3.68195
chr16 80197191 80198972 3.32243
chr16 80199283 80200067 3.292
chr16 80201176 80201861 3.49208
chr16 80206249 80206797 3.67588
chr16 80209602 80213137 2.72454
chr16 80224714 80227287 2.93584
chr16 80233960 80236074 2.73952
chr16 80245421 80246525 2.73693
chr16 80247334 80248152 3.69385
chr16 80248832 80249040 5.75019
chr16 80249191 80249304 8.35612
chr16 80251726 80252769 2.77629
chr16 80331667 80331783 8.14001
chr16 80367333 80367433 9.44241
chr16 80434826 80434979 7.81725
chr16 80438151 80439771 2.60346
chr16 80440794 80441455 3.71411
chr16 80448397 80449874 2.51457
chr16 80459520 80464886 2.65124
chr16 80467889 80468495 3.63569
chr16 80469641 80470728 2.72182
chr16 80474753 80477290 2.5805
chr16 80481089 80481361 5.32293
chr16 80483264 80483536 5.32293
chr16 80485688 80488088 2.62289
chr16 80489170 80489312 7.5362
chr16 80491117 80491819 3.67653
chr16 80492769 80493629 3.36706
chr16 80493655 80495519 3.91745
chr16 80496173 80497262 3.52609
chr16 80497610 80498114 3.74699
chr16 80499784 80500354 3.75488
chr16 80502042 80502734 4.7303
chr16 80504573 80505607 3.53101
chr16 80516813 80517323 3.82634
chr16 80536639 80537819 2.614
chr16 80540477 80544987 2.7078
chr16 80542402 80542504 9.25727
chr16 80543930 80544082 8.28282
chr16 80545526 80546940 2.49305
chr16 80548463 80548764 5.22836
chr16 80550205 80551360 3.70611
chr16 80553199 80554299 3.66251
chr16 80554702 80556718 2.62289
chr16 80557808 80560840 2.74054
chr16 80562702 80563052 4.8561
chr16 80565701 80570360 2.78334
chr16 80571097 80571964 3.41248
chr16 80573844 80574081 5.5778
chr16 80579882 80581740 2.64266
chr16 80583622 80585203 3.42419
chr16 80585778 80586577 3.54534
chr16 80587649 80587759 8.58401
chr16 80587924 80588085 7.03782
chr16 80589229 80592296 3.05819
chr16 80592654 80599451 2.97289
chr16 80595909 80596060 8.33767
chr16 80598633 80598739 9.5018
chr16 80599878 80602104 2.62996
chr16 80603209 80604335 2.62755
chr16 80605073 80605598 3.59711
chr16 80610737 80610915 6.71932
chr16 80615242 80615842 3.56713
chr16 80619600 80621613 2.68934
chr16 80629344 80637317 2.7081
chr16 80640881 80641424 3.70973
chr16 80651234 80653074 2.56587
chr16 80654958 80656103 2.58395
chr16 80656878 80659819 2.69691
chr16 80662996 80663584 3.42582
chr16 80664795 80666011 2.69192
chr16 80673196 80674633 2.40934
chr16 80693622 80703838 1.66986
chr16 80712244 80728135 1.77071
chr16 80742374 80761170 1.77836
chr16 80763228 80774344 1.69322
chr16 80775375 80780662 1.655
chr16 80784179 80792592 1.58627
chr16 80796372 80796941 3.65085
chr16 80798913 80807076 1.58858
chr16 80821451 80822777 2.42113
chr16 80826140 80827642 2.55653
chr16 80830267 80832301 2.69253
chr16 80834194 80835018 3.59056
chr16 80835603 80837650 4.4898
chr16 80838331 80844682 3.48893
chr16 80845256 80845358 9.25727
chr16 80847687 80848796 2.66783
chr16 80849986 80851029 2.71594
chr16 80853069 80854412 3.60916
chr16 80862914 80863037 8.70033
chr16 80864772 80864895 8.70033
chr16 80866734 80866882 7.23068
chr16 80867958 80869695 2.46434
chr16 80881192 80891895 1.63505
chr16 80903835 80912890 1.61284
chr16 80916594 80918034 2.49175
chr16 80929691 80957824 1.80348
chr16 80960815 80988215 2.31351
chr16 81135282 81135576 5.35284
chr16 81141156 81142253 2.86916
chr16 81141747 81142265 3.64572
chr16 81153677 81154336 3.53434
chr16 81160339 81162238 2.6519
chr16 81162455 81162713 5.36778
chr16 81214474 81214684 5.99518
chr16 81223160 81223264 9.07924
chr16 81230221 81230394 6.91352
chr16 81232051 81232211 7.08181
chr16 81239934 81240141 5.77797
chr16 81242602 81242823 5.69678
chr16 81256722 81256922 6.92444
chr16 81257063 81257274 5.66843
chr16 81258802 81258951 8.02711
chr16 81278748 81280773 2.61123
chr16 81289692 81330510 1.67945
chr16 81430867 81436541 1.65306
chr16 81440351 81452322 1.70375
chr16 81446918 81447021 9.16739
chr16 81448057 81448292 5.3574
chr16 81458321 81463354 1.63846
chr16 81468462 81469978 2.53292
chr16 81471272 81478514 3.78983
chr16 81648259 81649439 2.7207
chr16 81999740 82008509 1.57212
chr16 82015940 82029366 2.01142
chr16 82036759 82037031 5.32293
chr16 82194968 82239489 3.14599
chr16 82244523 82244854 5.32503
chr16 82245890 82246102 5.64169
chr16 82246756 82247775 3.58299
chr16 82248377 82248543 8.72191
chr16 82248742 82249121 5.1489
chr16 82250384 82251751 3.96024
chr16 82252955 82255175 2.86391
chr16 82256229 82257532 2.70542
chr16 82256436 82256802 5.50377
chr16 82257836 82262097 3.02854
chr16 82262824 82278667 3.11509
chr16 82279700 82290576 2.85344
chr16 82286180 82286280 9.44241
chr16 82289856 82289957 9.34892
chr16 82294213 82300208 3.3601
chr16 82303297 82305222 2.61608
chr16 82314411 82315113 3.40752
chr16 82317235 82317480 5.39566
chr16 82317861 82318230 4.94724
chr16 82318385 82318968 3.56317
chr16 82320007 82320110 9.16739
chr16 82320191 82320295 9.07924
chr16 82322483 82325086 2.66018
chr16 82325617 82328094 2.59218
chr16 82328347 82330050 2.5505
chr16 82345608 82346135 3.58346
chr16 82359128 82363298 2.89839
chr16 82364039 82364239 5.98019
chr16 82370315 82371134 3.45876
chr16 82373234 82373434 5.98019
chr16 82373869 82374594 3.29942
chr16 82374746 82375931 3.50604
chr16 82376832 82377380 3.67588
chr16 82378475 82378684 5.72267
chr16 82384144 82384719 3.72223
chr16 82386755 82387349 3.49719
chr16 82389769 82393029 2.89645
chr16 82394395 82396515 3.94918
chr16 82398367 82398512 7.38028
chr16 82403161 82403540 4.48452
chr16 82404242 82404494 5.74538
chr16 82406210 82407215 2.75599
chr16 82413101 82413768 3.39757
chr16 82414496 82416859 2.85044
chr16 82417163 82418175 2.73693
chr16 82418003 82418204 5.95044
chr16 82421179 82422560 2.5982
chr16 82423466 82426077 2.65202
chr16 82427072 82429580 2.73584
chr16 82430287 82431128 3.51798
chr16 82432095 82434156 3.45138
chr16 82436388 82437305 3.43236
chr16 82439458 82439713 5.67779
chr16 82440692 82441523 3.40881
chr16 82441671 82443669 3.65472
chr16 82446204 82446854 6.29494
chr16 82447789 82448345 3.73621
chr16 82449712 82451385 3.72504
chr16 82452167 82452717 3.66251
chr16 82454849 82457730 2.68753
chr16 82457411 82457926 3.66696
chr16 82458220 82462851 3.13999
chr16 82465485 82466034 3.66918
chr16 82467263 82467436 7.64126
chr16 82473395 82473499 9.07924
chr16 82473633 82473821 7.03158
chr16 82475184 82475817 3.38117
chr16 82477929 82478810 3.50116
chr16 82481021 82482239 2.79086
chr16 82484167 82484268 9.34892
chr16 82487392 82487948 3.62299
chr16 82489447 82490144 3.79322
chr16 82490882 82491690 3.35003
chr16 82493150 82495467 2.71685
chr16 82503259 82508106 2.9611
chr16 82511979 82512981 2.76425
chr16 82514131 82517943 2.95591
chr16 82520526 82522628 2.78511
chr16 82523535 82525150 2.45561
chr16 82525331 82527305 2.61492
chr16 82530898 82531932 2.73958
chr16 82538780 82540036 2.65631
chr16 82541660 82543994 2.67009
chr16 82546988 82555009 2.93518
chr16 82561614 82562176 3.58431
chr16 82594190 82595218 2.87804
chr16 82594201 82594403 5.92098
chr16 82604562 82606036 2.69051
chr16 82607094 82608250 3.43063
chr16 82608528 82609478 3.37939
chr16 82610721 82615204 3.15941
chr16 82616233 82616788 3.40267
chr16 82617952 82619264 2.73484
chr16 82621122 82622393 2.57543
chr16 82625566 82631013 3.27055
chr16 82632573 82633420 3.49306
chr16 82638224 82638783 3.49093
chr16 82639125 82640007 3.49719
chr16 82640118 82640859 3.65294
chr16 82641592 82643437 2.59304
chr16 82645778 82646729 3.50822
chr16 82648754 82649608 3.61185
chr16 82649969 82650103 7.98612
chr16 82649975 82650203 5.79797
chr16 82650478 82650697 7.76089
chr16 82653059 82666472 3.69352
chr16 82668617 82669418 3.53648
chr16 82673126 82674306 2.7207
chr16 82680047 82681339 2.67973
chr16 82891459 82897683 1.57778
chr16 82913771 82928182 1.64242
chr16 82932460 82945633 1.75855
chr16 82950513 82951153 3.34419
chr16 82953623 82954132 3.71018
chr16 82956186 82958435 2.74302
chr16 82973057 83000245 1.63231
chr16 83013055 83022260 1.61391
chr16 83022752 83040393 1.63074
chr16 83050638 83051654 2.72616
chr16 83072651 83073661 2.74235
chr16 83091439 83091986 3.56752
chr16 83141181 83156686 1.76201
chr16 83167465 83175857 1.52273
chr16 83176593 83185046 1.66813
chr16 83209702 83216505 1.68408
chr16 83225587 83225793 5.80601
chr16 83230738 83231770 2.74489
chr16 83232873 83234094 2.68089
chr16 83240248 83241253 2.75599
chr16 83253807 83290039 1.8538
chr16 83263387 83263544 8.41998
chr16 83282801 83283023 5.67112
chr16 83282890 83283027 7.81124
chr16 83303204 83303416 5.93862
chr16 83312892 83313112 5.72267
chr16 83335729 83335954 5.31573
chr16 83336663 83336769 8.90794
chr16 83348784 83348996 5.64169
chr16 83372340 83372445 8.99277
chr16 83388170 83388428 5.36778
chr16 83400173 83400431 5.85576
chr16 83401936 83402036 9.44241
chr16 83407927 83409043 2.65109
chr16 83419130 83424888 1.60708
chr16 83436779 83453751 1.70244
chr16 83457349 83464602 1.56224
chr16 83469800 83491439 1.63199
chr16 83494396 83529640 2.00579
chr16 83533692 83545171 1.57387
chr16 83546127 83568599 1.5911
chr16 83577293 83578332 2.66581
chr16 83652440 83668095 1.59233
chr16 83684392 83693336 1.59766
chr16 83693775 83745285 1.93578
chr16 83769378 83786853 1.78672
chr16 83789745 83840084 1.94454
chr16 83902882 83925398 1.96263
chr16 83930708 83931940 2.75915
chr16 83987704 83990628 2.62648
chr16 84002506 84004359 2.68376
chr16 84015722 84016249 3.58346
chr16 84017264 84046605 1.96737
chr16 84019934 84020098 7.29292
chr16 84028697 84028819 8.25566
chr16 84030104 84030240 9.25727
chr16 84060990 84061502 3.68844
chr16 84062110 84064863 2.69816
chr16 84069052 84070067 2.72884
chr16 84076202 84078068 2.59759
chr16 84189162 84189337 8.63306
chr16 84192113 84192347 7.80142
chr16 84197907 84198034 8.4263
chr16 84198441 84198651 7.49398
chr16 84265992 84266145 8.64011
chr16 84275110 84275344 7.53241
chr16 84283505 84283611 8.90794
chr16 84285260 84285408 8.50668
chr16 84327084 84327386 8.12923
chr16 84327737 84327911 7.59734
chr16 84327995 84328095 9.44241
chr16 84330349 84330517 7.11928
chr16 84559397 84573539 1.92294
chr16 84574687 84574920 5.40338
chr16 84577304 84580141 3.17299
chr16 84707462 84720669 1.79692
chr16 84713991 84714319 5.37373
chr16 84717842 84718214 5.07656
chr16 84856571 84856678 8.82468
chr16 84875494 84875654 7.86868
chr16 84945382 84945509 7.93063
